movie_id,male_count,female_count,occupation_0,occupation_1,occupation_2,occupation_3,occupation_4,occupation_5,occupation_6,occupation_7,occupation_8,occupation_9,occupation_10,occupation_11,occupation_12,occupation_13,occupation_14,occupation_15,occupation_16,occupation_17,occupation_18,occupation_19,occupation_20,age_50-55,age_Under 18,age_18-24,age_35-44,age_56+,age_25-34,age_45-49,Horror,Animation,Romance,Children's,Western,Crime,Film-Noir,Comedy,Adventure,Musical,Thriller,War,Documentary,Mystery,Action,Fantasy,Sci-Fi,Drama,average score
754,5.0,8.0,1.0,1.0,,,2.0,,,,,,6.0,,,,,,,,,,3.0,,6.0,3.0,,,4.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.923076923076923
755,9.0,,2.0,2.0,,,,,,2.0,,,,,1.0,,,,1.0,,1.0,,,2.0,,,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7777777777777777
756,2.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
757,4.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.75
758,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
759,40.0,19.0,10.0,10.0,7.0,2.0,7.0,,3.0,2.0,,1.0,,1.0,3.0,,,,4.0,2.0,1.0,,6.0,4.0,,3.0,14.0,3.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.101694915254237
760,32.0,1.0,6.0,4.0,2.0,,4.0,,,5.0,,,,,,,1.0,3.0,2.0,2.0,,,4.0,8.0,,5.0,3.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.515151515151515
761,106.0,17.0,15.0,9.0,5.0,3.0,21.0,4.0,2.0,15.0,1.0,,4.0,3.0,6.0,,2.0,3.0,8.0,17.0,1.0,,4.0,6.0,4.0,25.0,22.0,1.0,50.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7886178861788617
762,238.0,60.0,42.0,19.0,13.0,10.0,44.0,7.0,12.0,35.0,1.0,5.0,3.0,6.0,15.0,2.0,15.0,3.0,19.0,25.0,8.0,6.0,8.0,11.0,5.0,61.0,57.0,10.0,130.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.184563758389262
763,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
764,46.0,28.0,12.0,8.0,5.0,8.0,11.0,1.0,2.0,4.0,,1.0,,,1.0,,2.0,2.0,5.0,1.0,1.0,1.0,9.0,3.0,1.0,15.0,18.0,1.0,31.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.27027027027027
765,124.0,47.0,24.0,15.0,4.0,9.0,26.0,4.0,10.0,13.0,1.0,2.0,11.0,3.0,7.0,2.0,6.0,1.0,3.0,12.0,2.0,3.0,13.0,4.0,13.0,47.0,28.0,3.0,65.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6315789473684212
766,60.0,40.0,14.0,10.0,13.0,4.0,21.0,1.0,2.0,4.0,,,2.0,,4.0,,5.0,,4.0,2.0,1.0,5.0,8.0,2.0,1.0,23.0,21.0,3.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.57
767,12.0,12.0,2.0,3.0,2.0,2.0,3.0,,2.0,1.0,,,,,2.0,1.0,,,1.0,,,,5.0,3.0,,4.0,2.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2083333333333335
769,7.0,5.0,1.0,3.0,1.0,,,,1.0,3.0,,,,,1.0,,1.0,,,,,,1.0,1.0,,1.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.25
771,12.0,6.0,,6.0,,,1.0,,2.0,1.0,,,1.0,1.0,,,,1.0,3.0,1.0,,,1.0,1.0,1.0,3.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7777777777777777
774,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
775,8.0,1.0,4.0,,1.0,,,,,1.0,,,,,,,1.0,,,,,,2.0,5.0,,1.0,,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2222222222222223
776,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
778,556.0,195.0,83.0,67.0,49.0,20.0,156.0,11.0,26.0,67.0,1.0,2.0,10.0,12.0,50.0,1.0,37.0,22.0,29.0,44.0,6.0,9.0,49.0,29.0,11.0,218.0,111.0,14.0,339.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9600532623169107
779,15.0,37.0,3.0,6.0,2.0,5.0,6.0,,4.0,7.0,,,2.0,1.0,1.0,1.0,5.0,,2.0,2.0,1.0,1.0,3.0,2.0,2.0,8.0,10.0,3.0,24.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6923076923076925
780,1432.0,298.0,200.0,131.0,66.0,47.0,259.0,36.0,58.0,172.0,2.0,15.0,65.0,29.0,139.0,17.0,94.0,41.0,71.0,169.0,18.0,24.0,77.0,114.0,62.0,371.0,327.0,50.0,675.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.5104046242774567
781,55.0,48.0,11.0,13.0,7.0,6.0,11.0,2.0,7.0,9.0,,2.0,1.0,2.0,,,5.0,2.0,9.0,3.0,,4.0,9.0,9.0,,19.0,17.0,1.0,49.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.378640776699029
782,116.0,29.0,23.0,8.0,5.0,6.0,16.0,2.0,7.0,21.0,,1.0,1.0,2.0,7.0,,10.0,2.0,15.0,5.0,3.0,6.0,5.0,7.0,3.0,34.0,24.0,3.0,64.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5517241379310347
783,245.0,145.0,58.0,25.0,17.0,15.0,80.0,7.0,23.0,25.0,1.0,9.0,29.0,6.0,12.0,,12.0,7.0,7.0,26.0,1.0,4.0,26.0,13.0,33.0,103.0,70.0,2.0,139.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.223076923076923
784,301.0,84.0,62.0,23.0,15.0,10.0,72.0,14.0,16.0,36.0,,2.0,14.0,4.0,21.0,3.0,21.0,4.0,19.0,20.0,7.0,4.0,18.0,19.0,15.0,103.0,66.0,6.0,165.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72987012987013
785,635.0,130.0,96.0,49.0,32.0,24.0,131.0,25.0,23.0,74.0,2.0,6.0,26.0,13.0,49.0,6.0,51.0,12.0,29.0,58.0,10.0,11.0,38.0,21.0,29.0,203.0,112.0,13.0,358.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4784313725490197
786,398.0,62.0,65.0,30.0,14.0,10.0,73.0,15.0,18.0,45.0,2.0,4.0,11.0,7.0,26.0,2.0,28.0,9.0,24.0,43.0,5.0,10.0,19.0,28.0,11.0,111.0,88.0,8.0,189.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.123913043478261
787,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
788,725.0,223.0,122.0,70.0,39.0,22.0,132.0,22.0,42.0,85.0,4.0,16.0,52.0,9.0,54.0,9.0,46.0,21.0,34.0,92.0,12.0,16.0,49.0,50.0,49.0,231.0,154.0,23.0,376.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.9957805907172994
789,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
790,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
791,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5
792,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
793,9.0,1.0,1.0,2.0,1.0,,,,1.0,,,,,,,1.0,,,,1.0,,,3.0,,,2.0,,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6
796,3.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3333333333333335
798,176.0,28.0,40.0,9.0,10.0,3.0,27.0,9.0,6.0,19.0,1.0,3.0,7.0,2.0,8.0,1.0,11.0,5.0,12.0,18.0,3.0,,10.0,10.0,8.0,47.0,36.0,3.0,87.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.7058823529411766
799,279.0,59.0,55.0,11.0,20.0,5.0,66.0,15.0,5.0,20.0,1.0,6.0,17.0,5.0,18.0,,10.0,6.0,18.0,24.0,8.0,6.0,22.0,10.0,17.0,96.0,42.0,4.0,146.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3491124260355027
800,468.0,162.0,73.0,80.0,44.0,20.0,60.0,6.0,25.0,62.0,2.0,1.0,8.0,24.0,36.0,9.0,34.0,19.0,34.0,36.0,3.0,7.0,47.0,69.0,10.0,74.0,135.0,32.0,253.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.082539682539682
801,65.0,56.0,15.0,1.0,2.0,6.0,14.0,1.0,4.0,8.0,1.0,8.0,24.0,1.0,2.0,,7.0,,2.0,11.0,3.0,3.0,8.0,7.0,26.0,24.0,21.0,1.0,34.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0991735537190084
802,275.0,152.0,42.0,48.0,26.0,16.0,65.0,11.0,18.0,41.0,,8.0,7.0,3.0,24.0,4.0,22.0,7.0,22.0,28.0,4.0,6.0,25.0,18.0,8.0,96.0,87.0,12.0,177.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.496487119437939
803,28.0,29.0,8.0,9.0,4.0,6.0,7.0,,2.0,5.0,,2.0,1.0,,,,4.0,1.0,1.0,,,1.0,6.0,4.0,1.0,9.0,13.0,1.0,24.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6842105263157894
804,142.0,91.0,32.0,20.0,15.0,9.0,37.0,4.0,12.0,25.0,,3.0,4.0,4.0,7.0,1.0,13.0,4.0,11.0,10.0,1.0,6.0,15.0,9.0,4.0,57.0,35.0,5.0,111.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9785407725321886
805,241.0,103.0,42.0,29.0,10.0,11.0,67.0,10.0,21.0,38.0,,3.0,3.0,8.0,11.0,3.0,21.0,6.0,10.0,22.0,5.0,3.0,21.0,18.0,3.0,82.0,60.0,7.0,152.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5901162790697674
806,46.0,14.0,5.0,11.0,3.0,4.0,2.0,2.0,1.0,7.0,1.0,,,,6.0,1.0,5.0,,2.0,2.0,2.0,,6.0,6.0,,8.0,14.0,5.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1666666666666665
807,8.0,6.0,1.0,1.0,,1.0,2.0,,1.0,4.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,2.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
808,22.0,21.0,4.0,2.0,1.0,,2.0,1.0,2.0,3.0,,2.0,8.0,,,1.0,4.0,1.0,5.0,3.0,1.0,1.0,2.0,5.0,10.0,6.0,7.0,4.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.395348837209302
809,91.0,14.0,21.0,4.0,5.0,2.0,20.0,5.0,3.0,8.0,,,2.0,,2.0,,6.0,3.0,5.0,7.0,2.0,3.0,7.0,3.0,1.0,36.0,20.0,2.0,39.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5714285714285716
810,102.0,18.0,22.0,1.0,2.0,1.0,33.0,2.0,1.0,6.0,,3.0,17.0,2.0,3.0,,2.0,,2.0,2.0,2.0,5.0,14.0,2.0,16.0,43.0,20.0,,39.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4666666666666666
811,9.0,,2.0,1.0,1.0,,1.0,,,,,,,,1.0,,,2.0,,1.0,,,,1.0,,1.0,2.0,,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889
813,41.0,6.0,12.0,5.0,3.0,2.0,9.0,1.0,,2.0,,1.0,3.0,,4.0,,1.0,,1.0,1.0,,1.0,1.0,,2.0,18.0,5.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5106382978723403
814,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
815,5.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,2.0,1.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
818,139.0,50.0,32.0,15.0,12.0,7.0,36.0,1.0,6.0,21.0,,4.0,8.0,3.0,6.0,1.0,5.0,3.0,5.0,7.0,3.0,1.0,13.0,4.0,9.0,56.0,37.0,1.0,78.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.560846560846561
820,3.0,1.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.25
821,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
823,4.0,,1.0,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,1.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.25
824,21.0,7.0,3.0,4.0,3.0,,2.0,,2.0,2.0,,,,1.0,1.0,1.0,1.0,,2.0,3.0,,,3.0,4.0,,4.0,12.0,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9285714285714284
826,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
827,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
828,38.0,16.0,6.0,1.0,2.0,3.0,8.0,1.0,3.0,4.0,,2.0,5.0,,2.0,,2.0,2.0,4.0,2.0,2.0,,5.0,7.0,5.0,12.0,14.0,,14.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9074074074074074
829,103.0,28.0,27.0,3.0,8.0,5.0,25.0,6.0,3.0,10.0,,1.0,5.0,2.0,6.0,,5.0,,2.0,8.0,3.0,3.0,9.0,5.0,6.0,34.0,15.0,,66.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2900763358778624
830,160.0,135.0,46.0,27.0,9.0,17.0,35.0,4.0,15.0,30.0,1.0,6.0,7.0,6.0,8.0,5.0,16.0,5.0,18.0,15.0,3.0,5.0,17.0,21.0,9.0,56.0,63.0,14.0,102.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.952542372881356
831,17.0,3.0,3.0,,1.0,2.0,2.0,,,2.0,,,,1.0,2.0,1.0,,,2.0,3.0,,,1.0,1.0,,4.0,4.0,,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.85
832,412.0,152.0,74.0,39.0,19.0,14.0,84.0,13.0,32.0,65.0,1.0,6.0,10.0,13.0,33.0,2.0,42.0,8.0,28.0,41.0,5.0,10.0,25.0,31.0,12.0,127.0,95.0,10.0,246.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.478723404255319
833,65.0,13.0,12.0,4.0,2.0,3.0,20.0,4.0,3.0,3.0,,1.0,4.0,2.0,3.0,,4.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,5.0,37.0,7.0,1.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1794871794871793
834,2.0,2.0,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
835,79.0,24.0,16.0,8.0,7.0,4.0,10.0,1.0,6.0,8.0,,,1.0,,7.0,1.0,6.0,2.0,6.0,7.0,3.0,3.0,7.0,10.0,,24.0,16.0,2.0,42.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1262135922330097
836,201.0,36.0,36.0,10.0,6.0,6.0,31.0,7.0,4.0,24.0,1.0,6.0,9.0,2.0,15.0,2.0,11.0,6.0,15.0,27.0,4.0,5.0,10.0,9.0,8.0,56.0,52.0,5.0,83.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.654008438818565
837,134.0,84.0,31.0,16.0,4.0,8.0,40.0,5.0,8.0,18.0,1.0,6.0,23.0,2.0,9.0,2.0,6.0,1.0,8.0,15.0,1.0,2.0,12.0,10.0,27.0,53.0,49.0,4.0,60.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.477064220183486
838,223.0,278.0,68.0,65.0,27.0,18.0,62.0,3.0,27.0,40.0,2.0,21.0,13.0,12.0,16.0,6.0,24.0,10.0,17.0,27.0,1.0,6.0,36.0,43.0,17.0,90.0,96.0,26.0,178.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8802395209580838
839,108.0,27.0,21.0,5.0,4.0,5.0,26.0,4.0,4.0,14.0,1.0,,4.0,1.0,11.0,,4.0,3.0,5.0,10.0,2.0,4.0,7.0,6.0,3.0,41.0,11.0,2.0,65.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.214814814814815
840,38.0,12.0,7.0,1.0,,2.0,12.0,2.0,,3.0,,1.0,4.0,1.0,1.0,,5.0,,,4.0,1.0,1.0,5.0,1.0,4.0,21.0,7.0,1.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56
841,19.0,6.0,3.0,,2.0,1.0,,1.0,1.0,5.0,,1.0,,,,,,,4.0,3.0,2.0,,2.0,2.0,,3.0,9.0,,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
842,129.0,22.0,31.0,10.0,9.0,1.0,30.0,3.0,4.0,9.0,,,5.0,2.0,8.0,2.0,2.0,1.0,5.0,11.0,4.0,5.0,9.0,6.0,7.0,45.0,18.0,2.0,62.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.589403973509934
843,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
844,2.0,5.0,1.0,,,,1.0,,,2.0,,,1.0,,,,,,,,,,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5714285714285716
846,21.0,17.0,4.0,4.0,5.0,,8.0,,1.0,4.0,,,,,1.0,1.0,2.0,1.0,1.0,,,1.0,5.0,,1.0,12.0,6.0,2.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.736842105263158
847,7.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,2.0,1.0,,,2.0,2.0,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8571428571428572
848,80.0,76.0,20.0,24.0,2.0,4.0,14.0,2.0,8.0,22.0,,4.0,3.0,4.0,7.0,4.0,8.0,1.0,8.0,10.0,1.0,1.0,9.0,9.0,2.0,25.0,33.0,10.0,58.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4358974358974357
849,454.0,57.0,86.0,29.0,27.0,6.0,65.0,22.0,9.0,49.0,2.0,,12.0,9.0,38.0,3.0,22.0,14.0,28.0,43.0,12.0,9.0,26.0,32.0,14.0,110.0,92.0,15.0,212.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5107632093933465
